,Dir Rank,Movie,actor,type,role,aw
1607,AnD10,L'Uomo Meccanico,Gabriel Moreau,\Und,"professor ""d'Ara""",|
1608,AnD10,L'Uomo Meccanico,Fernando VivasMay,\Und,"RN:""Ramberti""",|
1609,AnD10,L'Uomo Meccanico,Giulia Costa,\Und,und,|
1610,ANe10,Voyage of Terror,Burt Lancaster,\Und,"traveller, killed by terrorist ""Klinghoffer""",|
1611,ANe10,Voyage of Terror,Eva Marie Saint,\Und,wife,|
1612,ANi10,Gattaca,Ethan Hawke,\Und,genetically improved,|
1613,ANi10,Gattaca,Jude Law,\Und,gene source,|
1614,ANi10,Gattaca,Uma Thurman,\Und,und,|
1615,AnL5,Pushing Heads,Sihung Lung,\Und,retired Tai-chi teacher,|
1616,AnL5,Pushing Heads,sa,\Und,Americanized son,|
1617,AnL10,The Wedding Banquet,Winston Chao,\Und,"successful gay immigrant ""Wai Tung""",|
1618,AnL10,The Wedding Banquet,Mitchell Lichtenstein,\Und,"gay companion ""Simon""",|
1619,AnL10,The Wedding Banquet,May Chin,\Und,"tenat, struggling artist, desirous bride ""Wei Wei""",|
1620,AnL10,The Wedding Banquet,Sihing Lung,\Und,"former general, bride's father",|
1621,AnL10,The Wedding Banquet,AhLeh Gua,\Und,bride's mother,|
1622,AnL10,The Wedding Banquet,Tien Pien,\Und,"old driver of general, restaurant owner, roposes banquet ""Chen""",|
1623,AnL12,The Ice Storm,Kevin Kline,\Und,"cheating husband ""Ben Hood""",|
1624,AnL12,The Ice Storm,Joan Allen,\Und,despairing wife,|
1625,AnL12,The Ice Storm,Sigourney Weaver,\Und,bitchy neighbor,|
1626,AnL12,The Ice Storm,Elijah Wood,\Und,confused kid,|
1627,AnL12,The Ice Storm,Christina Ricci,\Und,upset daughter,|
1628,AnM16,The Furies,Barbara Stanwyck,\Und,tempertuous daughter,|
1629,AnM16,The Furies,Walter Huston,\Und,cattle baron,|
1630,AnM16,The Furies,Wendell Corey,\Und,und,|
1631,AnM16,The Furies,Judith Anderson,\Und,und,|
1632,AnM16,The Furies,Gilbert Roland,\Und,und,|
1633,AnM16,The Furies,Thomas Gomez,\Und,und,|
1634,AnM16,The Furies,Beulah Bondi,\Und,und,|
1635,AnM16,The Furies,Wallace Ford,\Und,und,|
1636,AnM16,The Furies,Albert Dekker,\Und,und,|
1637,AnM16,The Furies,Blanche Yurka,\Und,und,|
1638,AnM17,The Reign of Terror,Arnold Moss,\Und,"emperor ""Napoleon""",|
1639,AnM20,Winchester 73,James Stewart,\Her,und,|
1640,AnM22,Bend of the River,James Stewart,\Her,"reformed bandit, wagon train scout",|
1641,AnM22,Bend of the River,Julia Adams,\Und,und,|
1642,AnM22,Bend of the River,Arthur Kennedy,\Vil,scout's outlaw pal,|
1643,AnM24,The Naked Spur,James Stewart,\Her,bounty hunter,|
1644,AnM24,The Naked Spur,Robert Ryan,\Vil,outlaw,|
1645,AnM25,The Glenn Miller Story,James Stewart,\Rul,"bandleader ""Glenn Miller""",|
1646,AnM25,The Glenn Miller Story,June Allyson,\Und,wife,|
1647,AnM25,The Glenn Miller Story,Harry Morgan,\Und,und,|
1648,AnM25,The Glenn Miller Story,Charles Drake,\Und,und,|
1649,AnM25,The Glenn Miller Story,Frances Langford,\Und,und,|
1650,AnM25,The Glenn Miller Story,Louis Armstrong,\Und,"trumopet player ""Louis Armstrong""",|
1651,AnM25,The Glenn Miller Story,Gene Krupa,\Und,"himself ""Gene Krupa""",|
1652,AnM25,The Glenn Miller Story,Kathleen Lockhart,\Und,und,|
1653,AnM27,Strategic Air Command,James Stewart,\Und,"baseball player, recalled to actice duty ""Lt.Col Ditch Holland""",|
1654,AnM27,Strategic Air Command,June Allyson,\Und,"wife ""Sally Holland""",|
1655,AnM27,Strategic Air Command,Stan Musial,\Und,"ballplayer ""Stan Musial""",|
1656,AnM27,Strategic Air Command,James Millican,\Und,"general ""Rusty Castle""",|
1657,AnM27,Strategic Air Command,Frank Lovejoy,\Und,"general ""Hawkes""",|
1658,AnM27,Strategic Air Command,Richard Shannon,\Und,aircraft commander,|
1659,AnM27,Strategic Air Command,William Hudson,\Und,forecaster,|
1660,AnM28,The Man from Laramie,James Stewart,\Und,cowboy,|
1661,AnM30,Serenade,Mario Lanza,\Und,singing vineyard worker,|
1662,AnM30,Serenade,Joan Fontaine,\Und,"helping, but destructive society woman",|
1663,AnM30,Serenade,Sarita Montiel,\Sav,true love,|
1664,AnM30,Serenade,Vincent Price,\Und,manipulative manager,|
1665,AnM30,Serenade,Joseph Calleia,\Und,und,|
1666,AnM30,Serenade,Harry Bellaver,\Und,und,|
1667,AnM30,Serenade,Vince Edwards,\Und,und,|
1668,AnM30,Serenade,Silvio Minciotti,\Und,love's friend,|
1669,AnM32,Men in War,Robert Ryan,\Und,und,|
1670,AnM32,Men in War,Aldo Ray,\Und,und,|
1671,AnM32,Men in War,Vic Morrow,\Und,und,|
1672,AnM32,Men in War,James Edwards,\Und,und,|
1673,AnM33,God's Little Acre,Robert Ryan,\Und,und,|
1674,AnM33,God's Little Acre,Aldo Ray,\Und,und,|
1675,AnM33,God's Little Acre,Tina Louise,\Und,und,|
1676,AnM33,God's Little Acre,Buddy Hackett,\Und,und,|
1677,AnM33,God's Little Acre,Jack Lord,\Und,und,|
1678,AnM33,God's Little Acre,Vic Morrow,\Und,und,|
1679,AnM33,God's Little Acre,Fay Spain,\Und,und,|
1680,AnM33,God's Little Acre,Lance Fuller,\Und,und,|
1681,AnM33,God's Little Acre,Rex Ingram,\Und,und,|
1682,AnM33,God's Little Acre,Michael Landon,\Und,und,|
1683,AnM34,Man of the West,Gary Cooper,\Und,und,|
1684,AnM35,Cimarron,Glenn Ford,\Und,und,|
1685,AnM35,Cimarron,Maria Schell,\Und,und,|
1686,AnM35,Cimarron,Anne Baxter,\Und,und,|
1687,AnM35,Cimarron,Lili Darvas,\Und,und,|
1688,AnM35,Cimarron,Russ Tamblyn,\Und,und,|
1689,AnM35,Cimarron,Henry Morgan,\Und,und,|
1690,AnM35,Cimarron,David Opatoshu,\Und,und,|
1691,AnM35,Cimarron,Charles McGraw,\Und,und,|
1692,AnM35,Cimarron,Aline McMahon,\Und,und,|
1693,AnM35,Cimarron,Edgar Buchanan,\Und,und,|
1694,AnM35,Cimarron,Arthur OConnell,\Und,und,|
1695,AnM35,Cimarron,Mercedes McCambridge,\Und,und,|
1696,AnM35,Cimarron,Vic Morrow,\Und,und,|
1697,AnM35,Cimarron,Robert Keith,\Und,und,|
1698,AnM35,Cimarron,Mary Wickes,\Und,und,|
1699,AnM35,Cimarron,Royal Dano,\Und,cowboy,|
1700,AnM35,Cimarron,Vladimir Sokoloff,\Und,und,|
1701,AnM37,El Cid,Charlton Heston,\Und,liberator of Spain,|
1702,AnM37,El Cid,Sophia Loren,\Und,und,|
1703,AnM37,El Cid,Raf Vallone,\Und,und,|
1704,AnM37,El Cid,Geraldine Page,\Und,und,|
1705,AnM37,El Cid,John Fraser,\Und,und,|
1706,AnM37,El Cid,Gary Raymond,\Und,und,|
1707,AnM37,El Cid,Herbert Lom,\Und,und,|
1708,AnM37,El Cid,Hurd Hatfield,\Und,und,|
1709,AnM37,El Cid,Massimo Serato,\Und,und,|
1710,AnM37,El Cid,Andrew Cruikshank,\Und,und,|
1711,AnM37,El Cid,Michael Hordern,\Und,und,|
1712,AnM37,El Cid,Douglas Wilmer,\Und,und,|
1713,AnM40,The Fall of the Roman Empire,Alec Guiness,\Rul,"emperor, poisoned ""Marcus Aurelius""",|
1714,AnM40,The Fall of the Roman Empire,Christopher Plummer,\Und,"mad son, kills father",|
1715,AnM40,The Fall of the Roman Empire,Stephen Boyd,\Und,"RZ:chained, barbarian",|
1716,AnM40,The Fall of the Roman Empire,James Mason,\Und,und,|
1717,AnM40,The Fall of the Roman Empire,Sophia Loren,\Und,chained,|
1718,AnM40,The Fall of the Roman Empire,John Ireland,\Und,und,|
1719,AnM40,The Fall of the Roman Empire,Eric Porter,\Und,und,|
1720,AnM40,The Fall of the Roman Empire,Anthony Quayle,\Und,und,|
1721,AnM40,The Fall of the Roman Empire,Mel Ferrer,\Und,und,|
1722,AnM40,The Fall of the Roman Empire,Omar Sharif,\Und,und,|
1723,AnP8,The Lady Vanishes,Cybill Shepherd,\Und,"savior, innocent",|
1724,AnP8,The Lady Vanishes,Elliott Gould,\Und,"savior, folkdancer",|
1725,AnP8,The Lady Vanishes,Angela Lansbury,\Und,"vanished good agent, rescued",|
1726,AnP8,The Lady Vanishes,Herbert Lom,\Und,bad agent,|
1727,AnP8,The Lady Vanishes,Arthur Lowe,\Und,und,|
1728,AnP18,Middlemarch,Robert Hardy,\Und,"RN:""Mr.Brooke""",|
1729,AnP18,Middlemarch,Michael Hodern,\Und,"dotty, dying ""Featherstone""",|
1730,AnP18,Middlemarch,Mary Garth,\Und,RZ:servant,|
1731,AnP18,Middlemarch,Fred Vincy,\Und,potential heir,|
1732,AnP18,Middlemarch,Peter Jeffrey,\Und,"RN:""Bulstrode""",|
1733,AnP18,Middlemarch,Douglas Hodge,\Und,arrogant young man,|
1734,AnP18,Middlemarch,Juliet Aubrey,\Und,"disadvantaged ""Dorothea""",|
1735,AnP18,Middlemarch,Trevyn McDowell,\Und,"coy ""Rosamond""",|
1736,AnP18,Middlemarch,Rufus Sewell,\Und,"tough ""Laidlaw""",|
1737,AnQ10,The Buccaneer,Yul Brynner,\Und,"pirate ""Jean LaFitte""",|
1738,AnS1,The Great Victor Herbert,Walter Connolly,\Und,"fatherly composer ""Victor Herbert""",|
1739,AnS1,The Great Victor Herbert,Allan Jones,\Und,young singer,|
1740,AnS1,The Great Victor Herbert,Mary Martin,\Und,young singer,|
1741,AnS1,The Great Victor Herbert,Suasanna Foster,\Und,und,|
1742,AnS1,The Great Victor Herbert,Lee Bowman,\Und,und,|
1743,AnS3,Stormy Weather,Bojangles Robinson,\Und,"musician ""Bill Bojangles Robinson""",|
1744,AnS3,Stormy Weather,Fats Waller,\Und,musician,
1745,AnS3,Stormy Weather,Cab Calloway,\Und,scat singer,|
1746,AnS3,Stormy Weather,Lena Horne,\Und,und,|
1747,AnS3,Stormy Weather,Dooley Wilson,\Und,und,|
1748,AnS3,Stormy Weather,Katherine Dunham,\Und,leader of dance group,|
1749,AnS3,Stormy Weather,Nicholas Brothers,\Und,und,|
1750,AnS3,Stormy Weather,Zutyy Singleton,\Und,und,|
1751,AnS3,Stormy Weather,Ada Brown,\Und,und,|
1752,AnS3,Stormy Weather,Rochester,\Und,und,|
1753,AnS3,Stormy Weather,Benny Carter,\Und,und,| Cab Calloway
1754,AnS15,Julie,Doris Day,\Vic,"wife, avoids being murdered",|
1755,AnS15,Julie,Louis Jourdan,\Und,plotting pianist,|
1756,AnS33,The Great Waltz,Horst Buchholz,\Und,"composer ""Johann Strauss jr.""",|
1757,AnS33,The Great Waltz,Mary Costa,\Und,und,|
1758,AnS33,The Great Waltz,Rossano Brazzi,\Und,und,|
1759,AnS33,The Great Waltz,Yvonne Mitchell,\Und,und,|
1760,AnS33,The Great Waltz,Nigel Patrick,\Und,"composer ""Johann Strauss sr.""",|
1761,AnT5,Solaris,Natalya Bondartchuk,\Und,psychologist,|
1762,AnT5,Solaris,Donatas Banionis,\Und,astronaut,|
1763,AnT5,Solaris,Yury Yarvet,\Und,RZ:astronaut,|
1764,AnT16,The Sacrifice,Erland Josephson,\Und,"retried actor, witness to nuclear holocaust",|
1765,AnW10,Split: William to Chrysis,International Chrysis,\Und,"model ""International Chrysis""",|
1766,AoS10,Knocks at my Door,Veronica Oddo,\Und,"nun, shelters fugitive",|
1767,AoS10,Knocks at my Door,Elba Escobar,\Und,"nun, aids",|
1768,AOz10,AT,Genco Erkal,\Und,"illiterate, proud peasant, moves to city",|
1769,AOz10,AT,Harun Yesilyurt,\Und,"young son, wants horse for push cart",|
1770,AOz10,AT,Ayberk Colok,\Und,"old blind woman, seduces boy",|
1771,APa5,Bugsy Malone,Scott Baio,\Und,und,|
1772,APa5,Bugsy Malone,Jodie Foster,\Und,gun moll,|
1773,APa6,Midnight Express,Brad Davis,\Und,und,|
1774,APa6,Midnight Express,Irene Miracle,\Und,und,|
1775,APa6,Midnight Express,Randy Quaid,\Und,und,|
1776,APa6,Midnight Express,John Hurt,\Und,und,|
1777,APa7,Fame,Irene Cara,\Und,teenage dancer,|
1778,APa7,Fame,Eddie Barth,\Und,und,|
1779,APa7,Fame,Laura Dean,\Und,und,Er(Dern)
1780,APa7,Fame,Lee Curreri,\Und,und,|
1781,APa7,Fame,Anne Meara,\Und,und,|
1782,APa12,Shoot the Moon,Diane Keaton,\Und,deserted wife,|
1783,APa12,Shoot the Moon,Albert Finney,\Und,"successful writer, leaves family",|
1784,APa12,Shoot the Moon,Karen Allen,\Und,new girlfriend,|
1785,APa12,Shoot the Moon,Dana Hill,\Und,und,|
1786,APa12,Shoot the Moon,Diane Keaton,\Und,und,|
1787,APa12,Shoot the Moon,Peter Weller,\Und,kicks writer in crotch,|
1788,APa20,Missisippi Burning,Gene Hackman,\Und,"old FBI agent, from South ""Rupert Anderson""",AAN
1789,APa20,Mississippi Burning,Willem Dafoe,\Und,"young FBI agent ""Ward""",|
1790,APa20,Mississippi Burning,s a,\Und,local sheriff,|
1791,APa20,Mississippi Burning,s a,\Und,"sheriff deputy, Klan member ""Lester""",|
1792,APa20,Mississippi Burning,Frances McDormand,\Und,"Lester's wife, beaten up",AAN
1793,APa20,Mississippi Burning,Brad Dourif,\Und,"activist, shot by local police",|
1794,APa20,Mississippi Burning,Park Overall,\Und,"colored kid, shot",|
1795,APa20,Mississippi Burning,Stephen Tobolowsky,\Und,"white thug ""Lester Collins""",|
1796,APa24,Come See the Paradise,Tamlyn Tomita,\Vic,"Japanese woman, interned",|
1797,APa24,Come See the Paradise,Dennis Quaid,\Sdk,white husband,|
1798,APa25,The Commitments,Robert Arkins,\Rul,"poor kid, leads band",|
1799,APa25,The Commitments,Andrew Strong,\Und,musician,|
1800,APa25,The Commitments,Angelina Ball,\Und,musician,|
1801,APa25,The Commitments,Michael Aherne,\Und,musician,|
1802,APa25,The Commitments,Bronagh Gallagher,\Und,musician,|
1803,APa25,The Commitments,Johnny Murphy,\Und,"guru trumpetter ""Joey the Lips""",|
1804,APa25,The Commitments,Colm Meany,\Und,Elvis-worshipping father,|
1805,APa25,The Commitments,Maria Doyle,\Und,musician,|
1806,APa30,Evita,Madonna,\Und,"ambitious poor girl, becomes consort of Peron, heroine ""Eva Duarte""",|
1807,APa30,Evita,Antonio Banderas,\Narr,"guide ""Che""",|
1808,APa30,Evita,Jonathan Pryce,\Und,"colonel, becomes president: ""Peron""",|
1809,APa30,Evita,Jimmy Nail,\Und,musician lover,|
1810,APe10,Psycho III,Anthony Perkins,\Psy,"murderer ""Alan Bates""",|
1811,APe10,Psycho III,Diana Scarwid,\Und,und,|
1812,APe10,Psycho III,Jeff Fahey,\Und,und,|
1813,APe10,Psycho III,Roberta Maxwell,\Und,und,|
1814,APl10,Let's Get Romantic,Aneeta Kanwar,\Und,"older woman, finds love",|
1815,APl10,Let's Get Romantic,Vikram Gokhale,\Und,und,|
1816,APl10,Let's Get Romantic,Nana Paleker,\Und,und,|
1817,APk10,Zeit der Rache,Cumhur Vural,\Und,"son of Turkish gastarbeiter, seeks revenge",|
1818,APk10,Zeit der Rache,Otto Sander,\Und,"driver, killed father",|
1819,APk10,Zeit der Rache,Annette Uhlen,\Und,und,|
1820,APk10,Zeit der Rache,Dominic Raacke,\Und,supportive German,|
1821,APk10,Zeit der Rache,Tuncel Kurtiz,\Und,und,|
1822,APo10,Force of Evil,John Garfield,\Und,numbers king,|
1823,APo10,Force of Evil,Thomas Gomez,\Und,und,|
1824,APo10,Force of Evil,Beatrice Pearson,\Und,und,|
1825,APo10,Force of Evil,Marie Windsor,\Und,und,|
1826,APo10,Force of Evil,Anne Revere,\Und,mother,|
1827,APo40,Rosemary's Baby,Mia Farrow,\Und,bears the devil's child,|
1828,APo40,Rosemary's Baby,s a,\Vil,"husband, contracts with satan",|
1829,APo40,Rosemary's Baby,Ralph Bellamy,\Vil,RZ:doctor,|
1830,APo43,Tell Them Willie Boy is Here,Robert Redford,\Und,Indian cowboy,|
1831,APo43,Tell Them Willie Boy is Here,Katharine Ross,\Und,und,|
1832,APo43,Tell Them Willie Boy is Here,Robert Blake,\Und,und,|
1833,APo43,Tell Them Willie Boy is Here,Susan Clark,\Und,und,|
1834,APo43,Tell Them Willie Boy is Here,Barry Sullivan,\Und,und,|
1835,APr10,The Crow,Brandon Lee,\Und,"killed rocker, returns, vindictive, kills ""Eric Draven""",|
1836,APr10,The Crow,Michael Wincott,\Vil,killer,|
1837,APr10,The Crow,Ernie Hudson,\Agt,sensitive police officer,|
1838,APr10,The Crow,Rochelle Davis,\Und,und,|
1839,APr10,The Crow,David Patrick Kelly,\Und,und,|
1840,APr12,The Dark City,Rufus Sewell,\Sus,suspect,|
1841,APr12,The Dark City,William Hurt,\Agt,"detective ""Bumstead""",|
1842,APr12,The Dark City,Kiefer Sutherland,\Und,mad professor,|
1843,APr12,The Dark City,Jennifer Connelly,\Und,chanteuse,|
1844,APr12,The Dark City,Richard OBrien,\Und,aliens,|
1845,APv10,Dante's Inferno,Arturo Pirovani,\Und,"RN:""Virgil""",|
1846,APv10,Dante's Inferno,Guiseppe diLiguoro,\Und,Farinate Pier delle Vigne,|
1847,APv10,Dante's Inferno,Guiseppe diLiguoro,\Und,Ugolino,|
1848,APy10,The Sword and the Sorcerer,Lee Horsley,\Und,und,|
1849,APy10,The Sword and the Sorcerer,Kathleen Beller,\Und,und,|
1850,APy10,The Sword and the Sorcerer,Simon MacCorkindale,\Und,und,|
1851,APy10,The Sword and the Sorcerer,George Maharis,\Und,und,|
1852,APy10,The Sword and the Sorcerer,Richard Lynch,\Und,und,|
1853,APy15,Raven Hawk,Rachel McLish,\Und,"Indian orphan, imprisoned, revenges ""Shadowfeather""",| >|
1854,APy15,Raven Hawk,John Enos,\Und,"marshall, killed parents for land rights",| >|
1855,APy15,Raven Hawk,Ed Lauter,\Und,lying sherriff,|
1856,APy15,Raven Hawk,Matt Clark,\Und,"Indian medic, helps",|
1857,AR4,Hiroshima Mon Amour,Emmanu\`elle Rivas,\Und,"French movie actress, falls for Japanese, killed",|
1858,AR4,Hiroshima Mon Amour,Eiji Okada,\Und,"Japanese architect, killed",|
1859,AR5,Last Year at Marienbad,Delphine Seyrig,\Und,"woman, followed ""A""",|
1860,AR5,Last Year at Marienbad,Giorgio Albertazzi,\Und,"persistent man ""X""",|
1861,AR5,Last Year at Marienbad,Sacha Pitoeff,\Und,A's possible husband,|
1862,AR5,Last Year at Marienbad,Wilhelm vonDeek,\Und,und,|
1863,AR5,Last Year at Marienbad,Jean Lanier,\Und,und,|
1864,AR5,Last Year iat Marienbad,Geral Lorin,\Und,und,|
1865,AR8,Stavisky,JeanPaul Belmondo,\Und,"swindler, charmer ""Stavisky""",|
1866,AR8,Stavisky,Charles Boyer,\Und,"baron, friend ""Raoul""",|
1867,AR8,Stavisky,Anna Duperey,\Und,und,|
1868,AR8,Stavisky,Francois Perier,\Und,und,|
1869,AR8,Stavisky,Michel Lonsdale,\Und,und,|
1870,AR8,Stavisky,Claude Rich,\Und,und,|
1871,AR8,Stavisky,Gerard Depardieu,\Und,young inventor,|
1872,AR10,Providence,John Gielgud,\Und,dying writer,|
1873,AR10,Providence,Dirk Bogarde,\Und,und,|
1874,AR10,Providence,Ellen Busteyn,\Und,und,|
1875,AR10,Providence,David Warner,\Und,und,|
1876,AR10,Providence,Elaine Stritch,\Und,und,|
1877,ARa10,The Shakiest Gun in the West,Don Knotts,\Und,"dentist, becomes cowboy",|
1878,ARa10,The Shakiest Gun in the West,Barbara Rhoades,\Und,und,|
1879,ARa10,The Shakiest Gun in the West,Jackie Coogan,\Und,und,|
1880,ARa10,The Shakiest Gun in the West,Don Barry,\Und,und,|
1881,ARb1,Batteries Not Included,Hume Cronyn,\Und,old drugstore owner,|
1882,ARb1,Batteries Not Included,Jessica Tandy,\Und,old tenant,|
1883,ARb1,Batteries Not Included,Brad Bird,\Und,"RZ:black janitor, electronics whiz, savior",|
1884,ARb1,Batteries Not Included,s a,\Und,"young painter, tenant",|
1885,ARb1,Batteries Not Included,Frank McRae,\Und,und,|
1886,ARb1,Batteries Not Included,Elizabeth Pena,\Und,"pregnant, considers selling out",|
1887,ARb1,Batteries Not Included,Raul Julia,\Und,tries to evict tenants,|
1888,ARb1,Batteries Not Included,s a,\Und,arsonist,|
1889,ARb1,Batteries Not Included,s a,\Und,"real-estate mogul ""Lacey""",|
1890,ARb1,Batteries Not Included,Michael Carmine,\Und,mogul's assistant,|
1891,ARb1,Batteries Not Included,s a,\Und,"RZ:destruction boss, soft hearted",nt(irish cop type)
1892,ARb1,Batteries Not Included,Mathew Robbins,\Und,und,|
1893,ArD10,Coming out Under Fire,Marvin Liebman,\Und,"author, interviewee",|
1894,ArF10,\Und,Luis Trenker,\Und,und,|
1895,ArF10,\Und,Leni Riefenstahl,\Und,und,|
1896,ARG2,Trans-Europe Express,JeanLouis Trintignant,\Und,dope-runner,|
1897,ARG2,Trans-Europe Express,Nadine Verdier,\Und,prositute on train,|
1898,ARG2,Trans-Europe Express,Daniel Emilfork,\Und,procurer,|
1899,ARG2,Trans-Europe Express,Charles Millot,\Und,und,|
1900,ARG2,Trans-Europe Express,Henri Lambert,\Und,und,|
1901,ArH101,Flight to the East,Gary Merrill,\Sus,"war correspondent, accused",|
1902,ArH101,Flight to the East,Patricia Cutts,\Inn,former army nurse,|
1903,ArH101,Flight to the East,Konstantin Shayne,\Und,RZ:convicted arms smuggler,|
1904,ArH101,Flight to the East,Anthony George,\Und,RZ:convict's father,|
1905,ArH101,Flight to the East,Harvey Stevens,\Und,und,|
1906,ArH101,Flight to the East,Ralph Clanton,\Und,und,|
1907,ArH102,Disappearing Trick,Robert Horton,\Und,tennis freak,|
1908,ArH102,Disappearing Trick,Betsy vonFurstenberg,\Und,widow,|
1909,ArH103,The Festive Season,Carmen Mathews,\Psy,"possessive sister, long-time murder suspect",|
1910,ArH103,The Festive Season,Richard Waring,\Vic,feuding widowed brother,|
1911,ArH103,The Festive Season,Edmon Ryan,\Agn,family lawyer,|
1912,ArH103,The Festive Season,Benny Baker,\Und,inn keeper,|
1913,ArH104,Post-Mortem,Steve Forrest,\Vil,"ex-insurance salesman, sqanderer, suspect, murderer",|
1914,ArH104,Post-Mortem,Joanna Moore,\Vic,"widow, nearly murdered, remarries",|
1915,ArH104,Post-Mortem,James Gregory,\Agn,"detective, acts as reporter, helps exhume first husband's body",|
1916,ArH104,Post-Mortem,Fred Robbins,\Und,und,|
1917,ArH105,The Voice in the Night,James Donald,\Und,sea captain,|
1918,ArH105,The Voice in the Night,Barbara Rush,\Und,"wife, flees",|
1919,ArH106,The Jokester,Albert Salmi,\Und,practical joker,|
1920,ArH106,The Jokester,Roscoe Ates,\Und,morgue attendant,|
1921,ArH107,And the Desert Shall Blossom,William Demarest,\Und,"hermit, wounded",|
1922,ArH107,And the Desert Shall Blossom,Roscoe Ates,\Und,hermit,|
1923,ArH107,And the Desert Shall Blossom,Ben Johnson,\Und,sheriff,|
1924,ArH107,And the Desert Shall Blossom,Mike Kellin,\Und,"stranger, killed",|
1925,ArH108,Mrs.~Herman and Mrs.~Fenimore,Mary Astor,\Und,"out-of-work actress, boarder",|
1926,ArH108,Mrs.~Herman and Mrs.~Fenimore,Doro Merande,\Und,"landlady, wants to kill uncle",|
1927,ArH108,Mrs.~Herman and Mrs.~Fenimore,Russell Collins,\Und,"tight-fisted uncle, wed by actress, killed",|
1928,ArH108,Mrs.~Herman and Mrs.~Fenimore,Wesley Lou,\Und,coroner,|
1929,ArH109,The Morning of the Bride,Barbara BelGeddes,\Und,fiancee,|
1930,ArH109,The Morning of the Bride,Don Dubbins,\Und,drafted,|
1931,ArH109,The Morning of the Bride,Pat Hitchcock,\Und,roommate,|
1932,ArH109,The Morning of the Bride,Helen Conrad,\Und,maid,|
1933,ArH110,The Right Price,Allyn Joslyn,\Und,"nasty husband, killed",|
1934,ArH110,The Right Price,Jane Dulo,\Und,"nasty wife, to be killed",|
1935,ArH110,The Right Price,Eddie Foy~jr,\Und,cooperative burglar,|
1936,ArH111,Not the Running Type,Paul Hartman,\Und,embezzler,|
1937,ArH111,Not the Running Type,Robert Bray,\Und,"dogged policeman, fooled",|
1938,ArH111,Not the Running Type,Bert Freed,\Und,RZ:collegue,|
1939,ArH111,Not the Running Type,Wendell Holmes,\Und,RZ:boss,|
1940,ArH112,Across the Threshold,Patricia Collinge,\Und,wealthy old lady,|
1941,ArH112,Across the Threshold,George Grizzard,\Und,wimpy bachelor son,|
1942,ArH112,Across the Threshold,Barbara Baxley,\Und,"girlfriend, actress",|
