,Title,Year,Director,Production,Studio,Genre,Award
2000,Where Beauty Lies,1962,Florey,Hitchcock,"Shamley,NBC",Suspense,aw
2001,Dames,1934,Enright,PN:Robert Lord,Warners,Musical,H**
2002,China Clipper,1936,Enright,Bischoff,Warners,Drama,H*
2003,Earthworm Tractors,1936,Enright,Bischoff,Warners,Comedy,H
2004,The Singing Marine,1937,Enright,PN:,SU:,Musical,
2005,Slim,1937,Enright,wallis,Warners,Romantic,|
2006,Swing Your Lady,1937,Enright,PN:,SU:,Ctxx,aw
2007,Gold Diggers in Paris,1938,Enright,PN:,SU:,Ctxx,aw
2008,Angels Wash Their Faces,1939,Enright,M.Siegel,Warners,Drama,H*
2009,Law of the Tropics,1941,Enright,PN:Ben Stoloff,Warners,Drama,H
2010,The Spoilers,1942,Enright,PN:Frank Lloyd,Universal,West,H**
2011,The Iron Major,1943,Enright,PN:,RKO,Bio-Pic,H
2012,Man Alive,1945,Enright,PN:,RKO,Drama,H
2013,The Shopworn Angel,1928,Ri.Wallace,PN:Louis D. Lighton,Paramount,Romantic,H*
2014,Seven Days Leave,1929,Ri.Wallace,PN:Louis D. Lighton,Paramount,Romantic,H
2015,Young at Heart,1938,Ri.Wallace,Selznick,Selznick,Romantic,H***
2016,"A Girl, a Guy, and a Gob",1941,Ri.Wallace,Harold Lloyd,SU:,Romantic,H
2017,A Night to Remember,1943,Ri.Wallace,Bischoff,Columbia,"Comedy,Myst",H*
2018,It's in the Bag,1945,Ri.Wallace,PN:,SU:,Ctxx,aw
2019,Sinbad the Sailor,1946,Ri.Wallace,PN:Stephen Ames,RKO,Advt,H
2020,The Divorcee,1930,Leonard,PN:,MGM,Ctxx,aw
2021,"Susan Lenox, Her Fall and Rise",1931,Leonard,PN:Paul Bern,MGM,Drama,
2022,Strange Interval,1932,Leonard,PN:,SU:,Ctxx,aw
2023,Dancing Lady,1932,Leonard,PN:,SU:,Musical,aw
2024,Riff Raff,1935,Leonard,Thalberg,MGM,Comedy,H*
2025,The Great Ziegfeld,1936,Leonard,Stromberg,MGM,"Musical,Bio-Pic","H**, AA, AAN dir"
2026,The Firefly,1937,Leonard,PN:Hunt Sromberg,MGM,Drama,H*
2027,Maytime,1938,Leonard,PN:,SU:,Ctxx,aw
2028,The Girl of the Golden West,1938,Leonard,PN:William Anthony McGuire,MGM,Musical,H
2029,New Moon,1940,Leonard,Leonard,MGM,Musical,H*
2030,Pride and Prejudice,1940,Leonard,PN:Hunt Stromberg,MGM,Drama,H***
2031,Ziegfeld Girl,1942,Leonard,Berman,MGM,Musical,H*
2032,Weekend at the Waldorf,1945,Leonard,PN:Arthur Hornblow~jr.,MGM,Drama,H*
2033,B.F.'s Daughter,1948,Leonard,PN:,SU:,Ctxx,aw
2034,In the Good Old Summertime,1949,Leonard,PN:,MGM,Musical,aw
2035,The Duchess of Idaho,1950,Leonard,PN:Joe Pasternak,MGM,Musical,H
2036,The Kid Brother,1927,T.Wilde,PN:,SU:,Comedy,aw
2037,Speedy,1928,T.Wilde,PN:,SU:,Comedy,aw
2038,The Arcadians,1927,V.Saville,PN:,SU:,Ctxx,aw
2039,Roses of Picardy,1928,V.Saville,PN:,SU:,Ctxx,aw
2040,Woman to Woman,1929,V.Saville,PN:,SL:US,Ctxx,aw
2041,The Good Companions,1932,V.Saville,PN:,SU:,Ctxx,aw
2042,I was A Spy,1933,V.Saville,Balcon,Gaumont,"Bio-Pic, Drama",H**
2043,Friday the Thirteenth,1933,V.Saville,Balcon,Gainsborough,"Comedy,Drama",H***
2044,Evergreen,1934,V.Saville,PN:,SL:US,,
2045,The Iron Duke,1936,V.Saville,PN:,SL:US,,
2046,Dark Journey,1937,V.Saville,PN:,SL:US,Drama,
2047,South Riding,1938,V.Saville,PN:,SL:US,,
2048,Tonight and Every Night,1944,V.Saville,V.Saville,SL:US,,
2049,The Green Years,1946,V.Saville,V.Saville,SL:US,,
2050,If Winter Comes,1947,V.Saville,PN:,SL:US,,
2051,The Long Wait,1954,V.Saville,V.Saville,SL:US,,
2052,Evergreen,1934,V.Saville,PN:,SL:US,,
2053,Berlin: die Symphonie einer Grossstadt,1927,Ruttmann,,Fox-Europa,Documentary,H***
2054,The Green Hat,1928,Arlen,PN:,SU:,|,
2055,"Wife, Doctor, and Nurse",1937,W.Lang,R.Griffith,Fox,Romantic,H*
2056,Tm:The Little Princess,1939,W.Lang,D.Markey,Fox,Romantic,H**
2057,The Blue Bird,1939,W.Lang,D.Markey,Fox,Fant,H***
2058,Star Dust,1940,W.Lang,PN:Kenneth McGowan,Fox,,H*
2059,The Great Profile,1940,W.Lang,R.Griffith,Fox,,H*
2060,Tin Pan Alley,1940,W.Lang,PN:Kenneth MacGowan,Fox,,H***
2061,Moon over Miami,1941,W.Lang,PN:Harry Joe Brown,Fox,,H*
2062,Weekend in Havana,1941,W.Lang,PN:William leBaron,Fox,"Romantic, Musical",H
2063,Coney Island,1943,W.Lang,Perlberg,Fox,Musical,H**
2064,Greenwich Village,1944,W.Lang,PN:,SU:,Ctxx,
2065,State Fair,1945,W.Lang,PN:William Perlberg,Fox,"Musical,Comedy",H**
2066,Sitting Pretty,1948,W.Lang,PN:,SU:,Ctxx,aw
2067,Cheaper by the Dozen,1950,W.Lang,PN:,SU:,CTxx,
2068,On The Riviera,1951,W.Lang,S.C.Siegel,Fox,Comedy,H**
2069,With a Song in my Heart,1951,W.Lang,PN:,SU:,Ctxx,aw
2070,Call me Madam,1953,W.Lang,PN:,SU:,Ctxx,aw
2071,There's no Business like Show Business,1954,W.Lang,S.C.Siegel,SU:,Musical,aw
2072,The King and I,1956,W.Lang,PN:Charles Brackett,Fox,Musical,"AAN, AAN dir, H*"
2073,The Desk Set,1957,W.Lang,H.Ephron,Fox,Comedy,H**
2074,Can Can,1960,W.Lang,Jack Cummins,Fox,Musical,H
2075,Snowwhite and the Three Stooges,1961,W.Lang,Charles Wick,Fox,Comedy,H*
2076,L'Arp\`ete,1928,Donatien,PN:,SU:,Ctxx,aw
2077,Thi Night's Wife,1930,Ozu,PN:,SU:,Drama,
2078,"I Flunked, But ...",1930,Ozu,PN:,SU:,Drama,
2079,Walk Cheerfully,1930,Ozu,PN:,SU:,Drama,
2080,The Lady and the Beard,1931,Ozu,PN:,SU:,Comedy,
2081,Chorus of Tokyo,1931,Ozu,PN:,SU:,Drama,
2082,"I Was Born, But ...",1932,Ozu,PN:,SU:,Drama,
2083,Woman of Tokyo,1933,Ozu,PN:,Shochiku,Drama,H-
2084,Passing Fancy,1933,Ozu,PN:,Shochiku,,
2085,A Mother should be Loved,1934,Ozu,PN:,Shochiku,,
2086,A Story of Floating Weeds,1934,Ozu,PN:,Shochiku,Drama,
2087,An Inn in Tokyo,1935,Ozu,PN:,SU:,Drama,
2088,Late Spring,1949,Ozu,PN:,Shochiku,,
2089,Early Summer,1951,Ozu,PN:,Shochiku,,
2090,The Flavor of Green Tea Over Rice,1952,Ozu,PN:,Shochiku,,
2091,Tokyo Monogatari,1953,Dr{Ozu,PN:,Shochiku,,H-
2092,Early Spring,1956,Ozu,PN:,Shochiku,,H-
2093,Floating Weeds,1959,Ozu,PN:,Shochiku,Drama,H-
2094,Late Autumn,1961,Ozu,PN:,Shochiku,,
2095,Early Autumn,1962,Ozu,PN:,Shochiku,,H-
2096,Shooting Stars,1928,Asquith,PN:,SU:,Ctxx,aw
2097,Underground,1930,Asquith,PN:,SU:,Ctxx,aw
2098,Pygmalion,1938,Asquith,G.Pascal,SL:GB,Comedy,"H****, AAN"
2099,French Without Tears,1939,Asquith,PN:David E.~Rose,Paramount,Ctxx,aw
2100,Quiet Wedding,1940,Asquith,PN:Paul Soskin,Paramount,,H***
2101,The Demi-Paradise,1943,Asquith,PN:,SU:,Ctxx,aw
2102,Fanny by Gaslight,1944,A.Asquith,PN:,SU:,Ctxx,aw
2103,The Way to the Stars,1945,Asquith,PN:,SU:,Ctxx,aw
2104,The Winslow Boy,1948,Asquith,PN:,SU:,Ctxx,aw
2105,The Browning Version,1950,Asquith,PN:,SU:,Ctxx,Baer-S
2106,The Importance of Being Earnest,1951,Asquith,PN:Teddy Baird,Rank,Comedy,H**
2107,Orders to Kill,1958,Asquith,PN:,SU:,Ctxx,aw
2108,Libel,1960,Asquith,PN:Anatole deGruenwald,"MGM,Comet",Suspense,H*
2109,The Millionairess,1961,Asquith,PN:Dimitri deGruenwald,Fox,Comedy,H*
2110,The VIPs,1963,Asquith,PN:Anatole deGrunwald,MGM,Drama,H**
2111,The Deluge,1933,Feist,Bischoff,"Admiral,RKO",Advt,-H
2112,George White's Scandals,1945,Feist,"PN:Jack E. Gross, Nat Holt, G.White",RKO,"Comedy,Musical",H*
2113,Tm:The Big Trees,1952,Feist,PN:,SU:,Ctxx,aw
2114,Donovan's Brain,1953,Feist,PN:Tom Gries,U.A.,Horror,aw
2115,Figaro,1928,Ravel,PN:,SU:,Drama,aw
2116,Number Seventeen,1928,Bolvary,PN:,SL:Germany,Suspense,
2117,Dante's Inferno,1935,Lachman,PN:,SU:,Ctxx,aw
2118,Charlie Chan at the Circus,1936,Lachman,PN:,Fox,"Myst,Comedy",
2119,Our Relations,1936,Lachman,PN:,SU:,Ctxx,aw
2120,They Came by Night,1940,Lachman,PN:,SU:,Ctxx,aw
2121,Murder over New York,1940,Lachman,PN:,Fox,"Myst,Comedy",
2122,Dead Men Tell,1941,Lachman,PN:,Fox,"Myst,Comedy",
2123,Charlie Chan in Rio,1941,Lachman,PN:,Fox,"Myst,Comedy",
2124,The Loves of Edgar Allen Poe,1941,Lachman,PN:,SU:,Ctxx,aw
2125,Castle in the Desert,1942,Lachman,PN:,Fox,"Myst,Comedy",
2126,The Chaser,1928,Langdon,PN:,SU:,Ctxx,aw
2127,Tarzan the Tiger,1928,McRae,PN:,Universal,Advt,H
2128,Day Dreams,1934,Montagu,PN:,SU:,Comedy,
2129,Un Chien Andalou,1928,Bunuel,PN:,SU:,Surl,
2130,L'\^age d'Or,1930,Bunuel,PN:,SU:,Porn,aw
2131,Los Olvidados,1950,Bunuel,PN:,SL:Mexico,Drama,aw
2132,Wuthering Heights,1952,Bunuel,PN:,SL:Mex,Drama,H-
2133,The Adventures of Robinson Crusoe,1952,Bu\~nuel,PN:Oscar Dancigers,Tepeyac SL:Mexico,,
2134,El,1953,Bunuel,PN:Oscar Dancigers,Nacional SL:Mexico,Drama,H**
2135,Los Ambiciosas,1959,Bunuel,PN:,SU:,Drama,aw
2136,Nazarin,1961,Bunuel,PN:,SU:,Drama,aw
2137,Viridiana,1961,Bunuel,PN:,SU:,Ctxx,aw
2138,El Angel Exterminador,1962,Bunuel,PN:Gustavo Alatriste,Unici,Fant,H***
2139,Le Journal d'une Femme de Chambre,1964,Bunuel,PN:Serge Silberman,Speva,Romantic,H*
2140,Simon of the Desert,1965,Bunuel,PN:,SL:Mexico,,
2141,Belle du Jour,1966,Bunuel,PN:,SU:,Drama,aw
2142,La Voie Lact\'ee,1968,Bunuel,PN:Serge Silberman,Greenwich,Drama,H*
2143,Tristana,1970,Bunuel,PN:,SU:,"Drama,surreal",
2144,The Discreet Charm of the Bourgeousie,1972,Bunuel,PN:,SU:,Comedy,
2145,Le Fantome de la Liberte,1974,Bunuel,PN:,SU:,Comedy,
2146,Cet obscur objet du d\'esir,1977,Bunuel,PN:,SU:,,
2147,The Price of Fear,1928,Jason,PN:,SU:,Ctxx,aw
2148,Wolves of the City,1929,Jason,PN:,SU:,Ctxx,aw
2149,High Gear,1933,Jason,PN:,SU:,Ctxx,aw
2150,The Mad Miss Minton,1938,Jason,PN:,SU:,"Comedy, Noir",aw
2151,Lady for a Night,1939,Jason,PN:Albert J. Cohen,Republic,Comedy,H
2152,Model Wife,1941,Jason,PN:,SU:,Ctxx,aw
2153,Three Girls About Town,1941,Jason,,Columbia,Comedy,H*
2154,Nine Girls,1944,Jason,PN:,SU:,Ctxx,aw
2155,Out of the Blue,1947,Jason,PN:,Eagle Lion,CTxx,(H)
2156,Okinawa,1952,Jason,PN:,SU:,Ctxx,aw
2157,Die Letzte Chance,1945,Lindtberg,PN:,SL:\Sw,Advt,"Cannes Peace prize, H[1]"
2158,Swiss Tour,1949,Lindtberg,PN:,SU:,CTxx,aw
2159,Die Vier Im Jeep,1951,Lindtberg,PN:,SU:,CTxx,Baer-G
2160,Unser Dorf,1953,Lindtberg,PN:,SU:,CTxx,aw
2161,Daughter of the Storm,1954,Lindtberg,PN:,SU:,CTxx,aw
2162,Rose-Marie,1929,Hubbard,PN:,MGM,Romantic,
2163,Mysterious Island,1929,Hubbard,PN:,MGM,ScFi,H*
2164,Their Kingdom,1928,Kalatozov,PN:,SU:,Ctxx,aw
2165,Salt for Sventia,1930,Kalatozov,PN:,SU:,Ctxx,aw
2166,A Nail in a Boat,1932,Kalatozov,PN:,SU:,Ctxx,aw
2167,The Conspiracy of the Doomed,1950,Kalatozov,PN:,SU:,Ctxx,aw
2168,The Cranes are Flying,1957,Kalatozov,PN:,SU:,Ctxx,aw
2169,The Unsent Letter,1960,Kalatozov,PN:,SU:,Ctxx,aw
2170,I am Cuba,1964,Kalatozov,PN:,SU:,Ctxx,aw
2171,The Red Tent,1969,Kalatozov,PN:,SU:,Ctxx,aw
2172,Lucky Boy,1928,Taurog,PN:,SU:,Ctxx,aw
2173,Skippy,1931,Taurog,,Paramount,Advt,"AA dir, AAN"
2174,Huckleberry Finn,1931,Taurog,PN:,Paramount,Advt,
2175,The Phantom President,1932,Taurog,PN:,Paramount,Musical,H*
2176,The Way to Love,1933,Taurog,PN:Benjamin Glazer,Paramount,Musical,H
2177,We're Not Dressing,1934,Taurog,PN:Benjamin Glazer,Paramount,"Comedy, Musical",H*
2178,Mrs.~Wiggs of the Cabbage Patch,1935,Taurog,PN:Douglas MacLean,Paramount,Drama,H*
2179,The Big Broadcast of 1936,D:1936,Taurog,PN:Ben Glazer,Paramount,Musical,H*
2180,Strike Me Pink,1936,Taurog,S.Goldwyn,Goldwyn,Comedy,H*
2181,Mad About Music,1938,Taurog,PN:Joe Pasternak,Universal,Comedy,H*
2182,The Adventures of Tom Sawyer,1938,Taurog,W.Wright,Selznick,Drama,H***
2183,Boys' Town,1938,Taurog,PN:John W. Considine~jr.,MGM,"Drama,Documentary","AAN, AAN Dir, H**"
2184,Broadway Melody of 1940,D:1940,Taurog,J.Cummings,MGM,Musical,H*
2185,Young Tom Edison,1940,Taurog,PN:,SU:,Bio-Pic,
2186,A Yank at Eton,1942,Taurog,PN:,SU:,CTxx,
2187,Girl Crazy,1942,Taurog,PN:,SU:,Ctxx,aw
2188,The Hoodlum Saint,1946,Taurog,PN:,SU:,Ctxx,aw
2189,The Beginning or the End,1947,Taurog,PN:,SU:,Documentary,aw
2190,Big City,1948,Taurog,PN:Joe Pasternak,MGM,Romantic,aw
2191,The Bride Goes Wild,1948,Taurog,PN:,MGM,Musical,aw
2192,Please Believe Me,1950,Taurog,PN:,SU:,Ctxx,aw
2193,Room for one More,1952,Taurog,PN:Henry Blanke,Warners,Romantic,aw
2194,Living it Up,1954,Taurog,Wallis,Paramount,Comedy,H*
2195,The Birds and the Bees,1956,Taurog,PN:,SU:,Ctxx,aw
2196,Bundle of Joy,1957,Taurog,PN:Edmund Granger,RKO,Comedy,H
2197,The Fuzzy Pink Nightgown,1957,Taurog,PN:Robert Westfield,U.A.,Comedy,H
2198,Don't Give Up the Ship,1959,Taurog,PN:,SU:,Ctxx,aw
2199,Tm:Blue Hawaii,1961,Taurog,PN:Wallis,SU:,Musical,H
2200,Girls! Girls! Girls!,1962,Taurog,Wallis,Paramount,Musical,
2201,Palm Springs Weekend,1963,Taurog,PN:,SU:,CTxx,
2202,Tickle Me,1965,Taurog,PN:,SU:,Ctxx,aw
2203,Sergeant Deadhead,1965,Taurog,PN:,SU:,Ctxx,aw
2204,Speedway,1967,Taurog,PN:,SU:,Ctxx,aw
2205,Tarzan Escapes,1936,R.Thorpe,Zimbalist,MGM,Advt,H**
2206,Three Loves has Nancy,1938,R.Thorpe,PN:Norman Krasna,MGM,Comedy,H
2207,Tarzan Finds a Son,1939,R.Thorpe,Zimbalist,MGM,Advt,aw
2208,Huckleberry Finn,1939,R.Thorpe,J.Mankiewicz,MGM,Advt,H**
2209,The Earl of Chicago,1940,R.Thorpe,V.Saville,MGM,,H*
2210,Wyoming,1940,R.Thorpe,PN:,MGM,West,H
2211,Tarzan's Secret Treasure,1941,R.Thorpe,PN:B.P. Fineman,MGM,,
2212,Tarzan's New York Adventure,1942,R.Thorpe,PN:Frederick Stephani,MGM,,
2213,White Cargo,1942,R.Thorpe,PU:,SU:,Drama,
2214,Above Suspicion,1943,R.Thorpe,V.Saville,MGM,"Comedy,Drama",H*
2215,The Thin Man Goes Home,1945,R.Thorpe,PN:,MGM,Comedy,
2216,A Date With Judy,1948,R.Thorpe,PN:Joe Pasternak,MGM,Musical,aw
2217,The Sun Comes Up,1949,F.M.Wilcox,PN:,MGM,,
2218,Challenge to Lassie,1949,F.M.Wilcox,PN:,MGM,,
2219,Three Little Words,1950,R.Thorpe,PN:Jack Caummings,MGM,"Bio-Pic,Musical",aw
2220,The Great Caruso,1951,R.Thorpe,PN:,SU:,Bio-Pic,aw
2221,Ivanhoe,1952,R.Thorpe,PU:,SU:,Ctxx,
2222,The Prisoner of Zenda,1953,R.Thorpe,Berman,MGM,Drama,H*
2223,Ivanhoe,1953,R.Thorpe,PN:,MGM,Fant,
2224,Knights of the Round Table,1954,R.Thorpe,PN:,MGM,Fant,
2225,The Student Prince,1954,R.Thorpe,PN:Joe Pasternak,MGM,"Musical,Romantic",H
2226,The Venetian Affair,1954,R.Thorpe,"R.Thorpe, E.Jack Newman",MGM,Advt,"Venice, Italy"
2227,Jailhouse Rock,1957,R.Thorpe,PN:,SU:,Musical,
2228,One Way Passage,1932,Garnett,PN:,SU:,Drama,aw
2229,China Seas,1935,Garnett,PN:,MGM,RomanticAdvt,aw
2230,Stand-In,1937,Garnett,Wanger,S:,Comedy,H*
2231,Love is News,1937,Garnett,PN:,SU:,Ctxx,aw
2232,The Slave Ship,1937,Garnett,PN:,SU:,Ctxx,aw
2233,Eternally Yours,1939,Garnett,Wanger,SU:,"Comedy,Suspense",H*
2234,Trade Winds,1939,Garnett,Wanger,SU:,"Comedy,Romantic",H
2235,Seven Sinners,1940,Garnett,PN:Joe Pasternak,Univeral,Romantic,H*
2236,Cheers for Miss Bishop,1941,Garnett,PN:Richard A. Rowland,Paramount,Romantic,H*
2237,Mrs.~Parkinton,1944,Garnett,PN:,SU:,Comedy,
2238,The Postman Always Rings Twice,1946,Garnett,PN:Carey Wilson,MGM,Comedy,H*
2239,A Connecticut Yankee in King Arthur's Court,1949,Garnett,PN:Robert Fellows,Paramount,Musical,H*
2240,The Black Knight,1954,Garnett,PN:,SU:,Fant,
2241,The Delta Factor,1970,Garnett,PN:,SU:,Ctxx,aw
2242,The Ghost Train,1931,W.Forde,PN:Michael Balcon,Gainsborough,Comedy,H****
2243,Rome Express,1932,W.Forde,Balcon,Gaumont,Suspense,H***
2244,Chu Chin Chow,1934,W.Forde,Balcon,Gaumont,Musical,H*
2245,Bulldog Jack,1935,W.Forde,Balcon,Gaumont,Advt,H*
2246,Saloon Bar,1940,W.Forde,PN:Michael Balcon,Ealing,,H*
2247,The Ghost Train,1941,W.Forde,PN:Edwark Black,Gainsborough,Comedy,H**
2248,Atlantic Ferry,1941,W.Forde,PN:,SU:,Ctxx,aw
2249,Charley's Bighearted Aunt,1941,W.Forde,Edward Black,Gainsborough,Comedy,
2250,It's that Man Again,1942,W.Forde,PN:,SU:,Ctxx,aw
2251,Steamboat Willie,1928,Disney,PN:,SU:,Drama,
2252,Flowers and Trees,1932,Disney,PN:,SU:,Fant,
2253,Snow White and the Seven Dwarfs,1937,Disney,Disney,Disney,"Fant,Cart","H****, AA dir - honorary"
2254,Pinocchio,1939,Disney,Disney,Disney,Fant,H****
2255,Fantasia,1940,Disney,PN:Walt Disney,SL:USA,Fant,H****
2256,The Three Caballeros,1945,Disney,PN:Norman Ferguson,Disney,Fant,H***
2257,Arsenal,1929,Dovzhenko,PN:,SL:USSR,Drama,
2258,Earth,1930,Dovzhenko,PN:,SL:USSR,Epic,'world's 10 best'
2259,Ivan,1932,Dovzhenko,PN:,SL:USSR,Epic,
2260,Aerograd,1935,Dovzhenko,PN:,"Mosfilm, Ukrainfilm",Actn,H**
2261,Life in Blossom,1947,Dovzhenko,PN:,SL:USSR,,
2262,The Informer,1929,Robinson,PN:,BIP,Ctxx,aw
2263,Seven Faces,1929,Viertel,PN:,SU:,Drama,aw
2264,The Wise Sex,1931,Viertel,PN:,SU:,CTxx,aw
2265,The Man from Yesterday,1932,Viertel,PN:,Paramount,Drama,H
2266,Rhodes of Africa,1931,Viertel,PN:,SU:,Bio-Pic,aw
2267,So ist das Leben,1929,Junghans,Junghans,SU:,Drama,aw
2268,Ramona,1929,Gaziadis,PN:,SU:,Drama,aw
2269,Der Teufelsreporter,1929,E.Laemmle,PN:,SU:,Ctxx,aw
2270,Bulldog Drummond,1929,F.R.Jones,S.Goldwyn,U.A.,Advt,H*
2271,Manslaughter,1930,Abbott,Selznick,Paramount Publix,,
2272,Boy Meets Girl,1938,Abbott,Abbott,SU:,Ctxx,aw
2273,Too Many Girls,1940,Abbott,"PN:Harry Edginton, Abbott",RKO,Musical,H
2274,The Wonderful Life of Nina Petrovna,1929,Schwarz,PN:,SU:,Ctxx,aw
2275,Show Boat,1929,Pollard,Laemle,Universal,Musical,aw
2276,The Dance of Life,1929,Cromwell,Selznick,PFL,Drama,aw
2277,Street of Chance,1930,Cromwell,Selznick,PFL,Drama,H
2278,Tom Sawyer,1930,Cromwell,PN:,SU:,CTxx,
2279,The Texan,1930,Cromwell,"PN:Howard Turnbull,Selznick","Paramount,Publix",West,H
2280,For the Defense,1930,Cromwell,Selznick,Paramount-Publix,Drama,aw
2281,Tm:The Vice Squad,1931,Cromwell,PN:,Paramount,Drama,H*
2282,Sweepings,1933,Cromwell,Selznick,RKO,Drama,aw
2283,The Silver Cord,1933,Cromwell,Selznick,RKO,Drama,aw
2284,Of Human Bondage,1934,Cromwell,Berman,RKO,Drama,H**
2285,Little Lord Fauntleroy,1936,Cromwell,Selznick,Selznick,Drama,aw
2286,Banjo on my Knee,1936,Cromwell,Nunally~J.,Fox,"Comedy,Musical",H**
2287,The Prisoner of Zenda,1937,Cromwell,Selznick,Selznick,Drama,"H***, [47]*"
2288,Algiers,1938,Cromwell,Wanger,SU:,Romantic,H**
2289,Made for Each Other,1939,Cromwell,Selznick,Selznick,"Romantic,Drama",H*
2290,Since You Went Away,1944,Cromwell,Selznick,Selznick,,"H***, AAN"
2291,The Enchanted Cottage,1945,Cromwell,PN:,US,"Fant,Romantic",
2292,Anna and the King of Siam,1946,Cromwell,PN:Louis D. Lighton,Fox,Romantic,H**
2293,Dead Reckoning,1947,Cromwell,PN:Sidney Biddell,Columbia,Suspense,H*
2294,The Company She Keeps,1951,Cromwell,PN:John Houseman,RKO,,H
2295,Kismet,1930,Dillon,PN:,SU:,Ctxx,aw
2296,The Girl of the Golden West,1930,Dillon,PN:Robert North Warren,Paramount,Drama,H
2297,Call Her Savage,1932,Dillon,PN:Sam E. Rork,Paramount,Ctxx,aw
2298,Blue Express,1929,Trauberg,PN:,SU:,Ctxx,aw
2299,Jealousy,1929,deLimur,PN:,SU:,Drama,H
2300,The Letter,1929,deLimur,PN:,Paramount,Drama,H*
2301,"Da\""inah la M\'etisse",1931,Gremillon,PN:,SU:,Drama,aw
2302,Remorques,1939,Gremillon,PN:,SU:,Drama,aw
2303,Lumieres d'Et/'e,1942,Gremillon,PN:,SU:,Drama,aw
2304,L'Etrange Monsieur Victor,1949,Gremillon,PN:,SU:,Suspense,aw
2305,Pattes Blanches,1949,Gremillon,PN:,SU:,Drama,aw
2306,Cocoanuts,1929,Santley,PN:,Paramount SL:Astoria L.I.,Comedy,
2307,Million Dollar Baby,1934,Santley,PN:,SU:,Ctxx,aw
2308,Remember Pearl Harbor,1942,Santley,PN:,SU:,Ctxx,aw
2309,Brazil,1944,Santley,Robert North,Republic,Musical,
2310,Madame X,1929,Barrymore,,MGM,Drama,"AAN dir,H*"
2311,The Unholy Night,1929,Barrymore,,MGM,Suspense,aw
2312,The Green Ghost,1929,Barrymore,PN:,SU:,CTxx,aw
2313,His Glorious Night,1930,Barrymore,Barrymore,SU:,CTxx,aw
2314,The Rogue Song,1930,Barrymore,Barrymore,SU:,CTxx,aw
2315,Ten Cents A dance,1931,Barrymore,PN:,SU:,CTxx,aw
2316,The Kid From Spain,1932,McCarey,PN:,Goldwyn,Musical,H**
2317,Duck Soup,1933,McCarey,PN:,Paramount,Comedy,"F07, H****"
2318,Ruggles of Red Gap,1935,McCarey,PN:Arthur Hornblow~jr.,Paramount,"Comedy,West","AAN, H**"
2319,The Milky Way,1936,McCarey,H.Lloyd,Paramount,,H*
2320,Make Way for Tomorrow,1937,McCarey,McCarey,Paramount,Drama,H**
2321,The Awful Truth,1937,McCarey,McCarey,Columbia,Comedy,"AAN, AA dir, H***"
2322,; S.N. Berman,1939,McCarey,McCarey,RKO,Romantic,"H***, AAN"
2323,Going My Way,1944,McCarey,McCarey,Paramount,,"AA, AA dir, H**"
2324,The Bells of St.~Mary's,1945,McCarey,McCarey,"RKO,Universal",Musical,"AAN, AAN dir, H**"
2325,An Affair to Remember,1957,McCarey,"PN:McCarey, Jerry Wald",Fox,Romantic,aw
2326,Heaven Knows Mr.~Allison,1957,McCarey,PN:,SU:,Ctxxx,aw
2327,Rio Rita,1929,L.Reed,PN:William leBaron,RKO,Musical,H
2328,Hit the Deck,1930,L.Reed,PN:,RKO,Musical,H
2329,The Third Eye,1929,Rogers,PN:,SU:,Ctxx,aw
2330,Busman's Holiday,1936,Rogers,PN:,SU:,Ctxx,aw
2331,Woman to Woman,1946,Rogers,PN:,SU:,Ctxx,aw
2332,The Story of Shirley Yorke,1949,Rogers,PN:,SU:,Ctxx,aw
2333,Johnny on the Spot,1954,Rogers,PN:,SU:,Ctxx,aw
2334,Not a Hope in Hell,1960,Rogers,PN:,SU:,Ctxx,aw
2335,The Pigeon,1929,Donskoi,PN:,SU:,Ctxx,aw
2336,Alien Shore,1930,Donskoi,PN:,SU:,Ctxx,aw
2337,Fire,1931,Donskoi,PN:,SU:,Ctxx,aw
2338,The Childhood of Maxim Gorki,1938,Donskoi,PN:,Soyuzdetfilm,Bio-Pic,H***
2339,Out in the World,1939,Donskoi,PN:,Soyuzdetfilm,Bio-Pic,H***
2340,My Universities,1940,Donskoi,PN:,Soyuzdetfilm,Bio-Pic,H***
2341,How the Steel was Tempered,1942,Donskoi,PN:,SU:,Ctxx,aw
2342,The Rainbow,1944,Donskoi,PN:,SU:,Ctxx,aw
2343,The Village teacher,1947,Donskoi,PN:,SU:,Ctxx,aw
2344,Mother,1956,Donskoi,PN:,SU:,Ctxx,aw
2345,Gordeyev's Family,1959,Donskoi,PN:,SU:,Ctxx,aw
2346,A Mother's Heart,1966,Donskoi,PN:,SU:,Ctxx,aw
2347,A Mother's Devotion,1967,Donskoi,PN:,SU:,Ctxx,aw
2348,Nadyezhda,1973,Donskoi,PN:,SU:,Ctxx,aw
2349,Streets of London,1929,N.Lee,PN:,SU:,Ctxx,aw
2350,Pride of the Force,1932,N.Lee,PN:,SU:,Ctxx,aw
2351,No Escape,1996,N .Lee,PU:,S:Pathe,Suspense,H
2352,French Leave,1937,N.Lee,PN:,SU:,Ctxx,aw
2353,Bulldog Drummond at Bay,1937,N.Lee,PN:,"Wardour,ABPC",Advt,H
2354,Almost a Honeymoon,1938,N.Lee,PN:,SU:,Ctxx,aw
2355,Murder in Soho,1939,N.Lee,PN:,SU:,Ctxx,aw
